latitude,longitude,address1,address2,address3,city,zip_code,country,state,id,alias,name,image_url,is_closed,url,review_count,rating,phone,display_phone,distance,price,genre
37.7807500854503,-122.468708712617,4601 Geary Blvd,,NA,San Francisco,94118,US,CA,As3wfdwjo9nyFywX7Ov3Mg,konomama-san-francisco,Konomama,https://s3-media1.fl.yelpcdn.com/bphoto/-YVDSBrd5eQ4mlGFdfnUjA/o.jpg,FALSE,https://www.yelp.com/biz/konomama-san-francisco?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,36,4.5,,,3593.4800638133925,NA,Japanese
37.7881987776243,-122.412059158087,619 Taylor St,,,San Francisco,94102,US,CA,mydKjdG8gJOcRQ9cZwkQpQ,ryokos-san-francisco,Ryoko's,https://s3-media2.fl.yelpcdn.com/bphoto/-wl9C9bi-LGTV6WiwROxng/o.jpg,FALSE,https://www.yelp.com/biz/ryokos-san-francisco?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,2941,4,+14157751028,(415) 775-1028,3716.0638867510324,$$,Japanese
37.785155,-122.432075,1581 Webster St,Ste 235,NA,San Francisco,94115,US,CA,HHtpR0RslupSQ99GIIwW5A,marufuku-ramen-sf-san-francisco,Marufuku Ramen SF,https://s3-media2.fl.yelpcdn.com/bphoto/2lUFO5HWD7_RLDWlT5Nvuw/o.jpg,FALSE,https://www.yelp.com/biz/marufuku-ramen-sf-san-francisco?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,2752,4.5,+14158729786,(415) 872-9786,2724.336436836609,$$,Japanese
37.7721665317965,-122.430675700307,518 Haight St,,,San Francisco,94117,US,CA,cL0q9S4bqwpbAN9ZKh-Zeg,nara-restaurant-and-sake-bar-san-francisco,Nara Restaurant & Sake Bar,https://s3-media1.fl.yelpcdn.com/bphoto/7zzlpJKaC9bndjuo2UIr6g/o.jpg,FALSE,https://www.yelp.com/biz/nara-restaurant-and-sake-bar-san-francisco?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,1008,4.5,+14156386124,(415) 638-6124,1351.6641305802066,$$,Japanese
37.7878390504557,-122.441227674274,2827 California St,,,San Francisco,94115,US,CA,r2jiJk3yivcLkWSSYELGcA,tataki-san-francisco,Tataki,https://s3-media2.fl.yelpcdn.com/bphoto/fc3n53gUq5lZ_gD1VjUJ8Q/o.jpg,FALSE,https://www.yelp.com/biz/tataki-san-francisco?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,1269,4,+14159311182,(415) 931-1182,3024.874051233535,$$,Japanese
37.7889513951509,-122.41242887495,704 Sutter St,,,San Francisco,94109,US,CA,cjfJOMF6hpE7bX0ESWdAEg,sanraku-san-francisco-2,Sanraku,https://s3-media2.fl.yelpcdn.com/bphoto/yo8sm_wnaFXe4kT6LBwUag/o.jpg,FALSE,https://www.yelp.com/biz/sanraku-san-francisco-2?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,1680,4,+14157710803,(415) 771-0803,3766.419072831803,$$,Japanese
37.77707,-122.43792,808 Divisadero St,,NA,San Francisco,94117,US,CA,jefsqzA1dIlsszG9Y6xwMQ,hina-yakitori-san-francisco-2,Hina Yakitori,https://s3-media2.fl.yelpcdn.com/bphoto/cQTYQF-nHTpX6pdvgym44w/o.jpg,FALSE,https://www.yelp.com/biz/hina-yakitori-san-francisco-2?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,25,4,+14157570749,(415) 757-0749,1809.9588476262732,$$$$,Japanese
37.74307,-122.42689,1740 Church St,NA,,San Francisco,94131,US,CA,CGhIrUZW4MVprvgqhI222w,oki-sushi-san-francisco,Oki Sushi,https://s3-media3.fl.yelpcdn.com/bphoto/kHm5MQl5q8LoFqZdCJM9Og/o.jpg,FALSE,https://www.yelp.com/biz/oki-sushi-san-francisco?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,13,4.5,+14158171094,(415) 817-1094,2150.8907523523076,NA,Japanese
37.763879,-122.47413,1500 Irving St,NA,,San Francisco,94122,US,CA,pKP6ikrLyM5Gtua13kVoUw,izakaya-sozai-san-francisco,Izakaya Sozai,https://s3-media1.fl.yelpcdn.com/bphoto/04zZBEjVU_nWbvhChdNggQ/o.jpg,FALSE,https://www.yelp.com/biz/izakaya-sozai-san-francisco?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,2058,4,+14157425122,(415) 742-5122,3329.071252002252,$$,Japanese
37.7957017702111,-122.402884835582,584 Washington St,,,San Francisco,94111,US,CA,U0GqpXzcIDlad7vQHbB63Q,kusakabe-san-francisco,KUSAKABE,https://s3-media1.fl.yelpcdn.com/bphoto/iXZ1Ts45fAl83jO9XhOELQ/o.jpg,FALSE,https://www.yelp.com/biz/kusakabe-san-francisco?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,879,4.5,+14157570155,(415) 757-0155,4865.835208903343,$$$$,Japanese
