latitude,longitude,address1,address2,address3,city,zip_code,country,state,id,alias,name,image_url,is_closed,url,review_count,rating,price,phone,display_phone,distance,genre
32.79676,-96.8066599,2817 Maple Ave,,,Dallas,75201,US,TX,CPQEBDq7cspBB_AFYHvTDw,uchi-dallas,Uchi,https://s3-media3.fl.yelpcdn.com/bphoto/poj8fLu3CA7vRzMi2FxUNg/o.jpg,FALSE,https://www.yelp.com/biz/uchi-dallas?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,1214,4.5,$$$,+12148555454,(214) 855-5454,4731.974754237636,Japanese
32.848083,-96.9920651,3028 N Belt Line Rd,NA,,Irving,75062,US,TX,P0VziPp_DuKBol_YNKLqSw,mr-max-irving,Mr Max,https://s3-media2.fl.yelpcdn.com/bphoto/JTz8Q3W8N96c-JBMv8g4DA/o.jpg,FALSE,https://www.yelp.com/biz/mr-max-irving?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,672,4.5,$$,+19722558889,(972) 255-8889,17870.314260410283,Japanese
32.82052,-96.78459,2906 N Henderson Ave,,,Dallas,75206,US,TX,ogzJgwasAZGWA_8YNpXY6A,tei-tei-robata-bar-dallas-2,Tei Tei Robata Bar,https://s3-media4.fl.yelpcdn.com/bphoto/3ZTCHoGhvwh4BhqG2F0O7Q/o.jpg,FALSE,https://www.yelp.com/biz/tei-tei-robata-bar-dallas-2?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,538,4,$$$,+12148282400,(214) 828-2400,2550.1979587951632,Japanese
32.784664,-96.780799,2939 Main St,,NA,Dallas,75226,US,TX,2pyptDpBy5zyU2w8g3plvA,niwa-japanese-bbq-dallas,Niwa Japanese BBQ,https://s3-media3.fl.yelpcdn.com/bphoto/O0d2J7fnL8e5C7RsYfy12Q/o.jpg,FALSE,https://www.yelp.com/biz/niwa-japanese-bbq-dallas?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,378,4.5,$$,+12147416492,(214) 741-6492,6311.816461602414,Japanese
32.8123013,-96.769967,1802 Greenville Ave,Ste 100,,Dallas,75206,US,TX,ZUBmtNBU0L45jIrMAgGeiQ,wabi-house-dallas,Wabi House,https://s3-media3.fl.yelpcdn.com/bphoto/vfXyocokKD1hHaAGYLpRSw/o.jpg,FALSE,https://www.yelp.com/biz/wabi-house-dallas?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,1217,4,$$,+14697796474,(469) 779-6474,4123.300981249043,Japanese
32.792320560722104,-96.7953392055572,1722 Routh St,Ste 110,One Arts Plz,Dallas,75201,US,TX,DfS1Cly8GEk8bef1k7odWA,tei-an-dallas,Tei-An,https://s3-media2.fl.yelpcdn.com/bphoto/rpJZ4yPruzx0IYdPv--X8g/o.jpg,FALSE,https://www.yelp.com/biz/tei-an-dallas?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,554,4,$$$,+12142202828,(214) 220-2828,5218.004313541617,Japanese
32.8595572265937,-96.767977275306,6130 Greenville Ave,Ste 100,,Dallas,75206,US,TX,oOBQwxj_4SJJstEmC2CCjw,tampopo-japanese-cafe-dallas,Tampopo Japanese Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/vfSDJKeB9n2lIZbr0kTiDQ/o.jpg,FALSE,https://www.yelp.com/biz/tampopo-japanese-cafe-dallas?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,353,4,$,+12143787676,(214) 378-7676,3844.0858294676773,Japanese
32.9534653466907,-96.8166334928977,5290 Belt Line Rd,Ste 115,NA,Dallas,75254,US,TX,Ah_6yi23oiqyJ2sEgBhkbA,gyu-kaku-japanese-bbq-dallas,Gyu-Kaku Japanese BBQ,https://s3-media3.fl.yelpcdn.com/bphoto/-v9t5PEeg49bAZroyQShyA/o.jpg,FALSE,https://www.yelp.com/biz/gyu-kaku-japanese-bbq-dallas?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,507,4,$$,+14695673237,(469) 567-3237,12811.566513665333,Japanese
32.782842,-96.783552,2724 Commerce St,NA,,Dallas,75226,US,TX,tNHmItQxcwtJX6RytsDXtQ,ichigoh-ramen-lounge-dallas,Ichigoh Ramen Lounge,https://s3-media1.fl.yelpcdn.com/bphoto/3RBHEz58o34MvzQ7h5KiYw/o.jpg,FALSE,https://www.yelp.com/biz/ichigoh-ramen-lounge-dallas?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,44,4.5,NA,+19727070732,(972) 707-0732,6441.989965561043,Japanese
32.815227,-96.77062,2023 Greenville Ave,,,Dallas,75206,US,TX,ICjva7hX6eBIKi5FX2NeTQ,hinodeya-ramen-bar-dallas,Hinodeya Ramen Bar,https://s3-media4.fl.yelpcdn.com/bphoto/3TPPEcAuU2QFFUSOlExILQ/o.jpg,FALSE,https://www.yelp.com/biz/hinodeya-ramen-bar-dallas?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,63,4,$$,,,3851.582683768657,Japanese
