latitude,longitude,address1,address2,address3,city,zip_code,country,state,id,alias,name,image_url,is_closed,url,review_count,rating,price,phone,display_phone,distance,genre
40.738767,-73.992778,8 W 18th St,,,New York,10011,US,NY,OLSSJIp8pu5UlugTF7tuHA,ootoya-chelsea-new-york,Ootoya Chelsea,https://s3-media2.fl.yelpcdn.com/bphoto/W8ZWQDEq3e9FjiRZwRNRNg/o.jpg,FALSE,https://www.yelp.com/biz/ootoya-chelsea-new-york?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,1377,4,$$,+12122550018,(212) 255-0018,3707.4479106406193,Japanese
40.72104,-73.98848,162 Orchard St,,NA,New York,10002,US,NY,ax4INkzwL__-d_kGJfcA-w,kaikagetsu-nyc-new-york-2,Kaikagetsu NYC,https://s3-media4.fl.yelpcdn.com/bphoto/m_ARAOwDgHTjn3WkmwkolA/o.jpg,FALSE,https://www.yelp.com/biz/kaikagetsu-nyc-new-york-2?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,53,4.5,NA,+16465903900,(646) 590-3900,1800.6650070425846,Japanese
40.72551,-73.98838,108 E 4th St,NA,,New York,10003,US,NY,axqp3pGJXnTLgq2QrPyDyQ,benemon-new-york,Benemon,https://s3-media2.fl.yelpcdn.com/bphoto/B-_lF8sP0pLsAiuvxZFjLQ/o.jpg,FALSE,https://www.yelp.com/biz/benemon-new-york?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,530,4.5,$$,+12126143006,(212) 614-3006,2289.2038585586733,Japanese
40.7264988089246,-73.9866526052356,342 E 6th St,,,New York,10003,US,NY,FlZ1zdVEKWv7dwqm8Uw8-w,raku-new-york-7,Raku,https://s3-media4.fl.yelpcdn.com/bphoto/GEbZnH1jR4n7D5WOJ3urPg/o.jpg,FALSE,https://www.yelp.com/biz/raku-new-york-7?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,1017,4.5,$$,+12122281324,(212) 228-1324,2428.0392489129867,Japanese
40.74545,-73.98499,118 Madison Ave,,,New York,10016,US,NY,qm1J_dPA5IHij1oAnoZwHw,nonono-new-york-6,nonono,https://s3-media4.fl.yelpcdn.com/bphoto/yhZYzx5cnn8SFFF8eZdRHw/o.jpg,FALSE,https://www.yelp.com/biz/nonono-new-york-6?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,629,4.5,$$,+16467073227,(646) 707-3227,4515.897681612123,Japanese
40.72803,-74.00167,140 W Houston St,NA,,New York,10012,US,NY,BPZfuPvSxCfoppU4lPFm0Q,domodomo-new-york-new-york-2,DOMODOMO New York,https://s3-media2.fl.yelpcdn.com/bphoto/6pJRtg2Mm7lpYWMu4dsflg/o.jpg,FALSE,https://www.yelp.com/biz/domodomo-new-york-new-york-2?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,1030,4.5,$$$,+16467070301,(646) 707-0301,2591.0031789344716,Japanese
40.74635,-73.89383,71-28 Roosevelt Ave,NA,,Jackson Heights,11372,US,NY,AudBWxeAr3zHr1ITrTcVpg,izakaya-fuku-jackson-heights,Izakaya Fuku,https://s3-media3.fl.yelpcdn.com/bphoto/XI6NDBHV3wqZYixxb4tH5g/o.jpg,FALSE,https://www.yelp.com/biz/izakaya-fuku-jackson-heights?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,28,4.5,$$,+17182551120,(718) 255-1120,9608.700043409099,Japanese
40.7516467024541,-73.9729489318165,211 E 43rd St,,,New York,10017,US,NY,7iY35991NhQ1AShJZCNZgA,sakagura-new-york,Sakagura,https://s3-media4.fl.yelpcdn.com/bphoto/f-Z182ojMUKsP9qamFfXRQ/o.jpg,FALSE,https://www.yelp.com/biz/sakagura-new-york?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,1771,4,$$$,+12129537253,(212) 953-7253,5443.138436306642,Japanese
40.730284,-74.003212,33 Carmine St,,NA,New York,10014,US,NY,lY_gb_hNbit6GHBiOn3VeQ,nami-nori-new-york,Nami Nori,https://s3-media1.fl.yelpcdn.com/bphoto/krcf7le7RKERieqyRtKoIw/o.jpg,FALSE,https://www.yelp.com/biz/nami-nori-new-york?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,66,4,NA,+16469984588,(646) 998-4588,2864.063123533261,Japanese
40.7196796287355,-73.9887088537216,121 Ludlow St,,NA,New York,10002,US,NY,RYKGs45OjF-vlb2Ds2Jb_g,izakaya-juraku-new-york-2,Izakaya Juraku,https://s3-media2.fl.yelpcdn.com/bphoto/RDUx6JmdqDi2hx7di31zxw/o.jpg,FALSE,https://www.yelp.com/biz/izakaya-juraku-new-york-2?adjust_creative=7OssNPsnih9O0Ip4asaL7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7OssNPsnih9O0Ip4asaL7w,85,4.5,$$,+12124770100,(212) 477-0100,1651.3305168112172,Japanese
